timestamp,OriginWeather,OriginRegion,OriginCountry,OriginCityName,OriginAirportID,Origin,DistanceKilometers,AvgTicketPrice,Cancelled,Carrier,DestAirportID,DestCityName,DestCountry,DestLocation,DestRegion,DestWeather
"May 20, 2023 @ 16:46:07.000","Damaging Wind","CH-ZH",CH,Zurich,ZRH,"Zurich Airport",0,"$333.04",true,"ES-Air",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Hail
"May 20, 2023 @ 16:41:01.000","Heavy Fog","IT-25",IT,Bergamo,BG01,"Il Caravaggio International Airport","8,005.633","$595.54",false,"Kibana Airlines",TPA,Tampa,US,"POINT (-82.53320313 27.97550011)","US-FL",Cloudy
"May 20, 2023 @ 16:30:18.000",Cloudy,"RU-MUR",RU,Olenegorsk,XLMO,"Olenya Air Base","5,059.282","$387.6",false,"Kibana Airlines",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Clear
"May 20, 2023 @ 16:30:18.000",Clear,"IT-34",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport","105.82","$494.55",false,"Kibana Airlines",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Clear
"May 20, 2023 @ 16:25:56.000",Sunny,"CA-AB",CA,Edmonton,CYEG,"Edmonton International Airport","10,386.457","$556.06",false,JetBeats,CAN,Guangzhou,CN,"POINT (113.2990036 23.39240074)","SE-BD","Heavy Fog"
"May 20, 2023 @ 16:25:44.000",Rain,"SE-BD",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport","7,109.337","$749.71",false,JetBeats,ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Clear
"May 20, 2023 @ 16:22:48.000",Rain,"IT-62",IT,Rome,RM12,"Ciampino___G. B. Pastine International Airport","7,771.096","$657.57",false,"ES-Air",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Clear
"May 20, 2023 @ 16:17:30.000",Clear,"SE-BD",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport",0,"$302.65",false,"Logstash Airways",SHA,Shanghai,CN,"POINT (121.3359985 31.19790077)","SE-BD","Heavy Fog"
"May 20, 2023 @ 16:16:41.000",Sunny,"IT-25",IT,Milan,MI11,"Milano Linate Airport","7,671.117","$1,164.97",false,"ES-Air",BNA,Nashville,US,"POINT (-86.67819977 36.12450027)","US-TN",Clear
"May 20, 2023 @ 16:12:18.000",Clear,"MX-DIF",MX,"Mexico City",AICM,"Licenciado Benito Juarez International Airport","10,181.562","$894.49",false,JetBeats,VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Sunny
"May 20, 2023 @ 16:10:59.000",Clear,"FR-J",FR,Paris,CDG,"Charles de Gaulle International Airport","16,941.242","$1,197.63",false,"ES-Air",SYD,Sydney,AU,"POINT (151.177002 -33.94609833)","SE-BD",Sunny
"May 20, 2023 @ 16:10:30.000","Heavy Fog","SE-BD",CO,Bogota,BOG,"El Dorado International Airport","16,339.478","$728.14",false,"ES-Air",BLR,Bangalore,IN,"POINT (77.706299 13.1979)","SE-BD",Hail
"May 20, 2023 @ 16:09:24.000",Sunny,"SE-BD",CN,Beijing,PEK,"Beijing Capital International Airport","11,003.767","$805.48",false,"Kibana Airlines",JFK,"New York",US,"POINT (-73.77890015 40.63980103)","US-NY",Cloudy
"May 20, 2023 @ 16:09:24.000",Cloudy,"GB-ENG",GB,Manchester,MAN,"Manchester Airport","1,008.611","$1,089.7",false,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Sunny
"May 20, 2023 @ 16:09:21.000",Hail,"SE-BD",KR,Seoul,ICN,"Incheon International Airport","8,898.021","$1,018.94",false,"ES-Air",MI12,Milan,IT,"POINT (8.72811 45.6306)","IT-25",Cloudy
"May 20, 2023 @ 16:09:21.000","Thunder & Lightning","SE-BD",JP,Tokyo,NRT,"Narita International Airport","8,634.625","$896.92",false,"Kibana Airlines",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Cloudy
"May 20, 2023 @ 16:09:21.000",Sunny,"IT-82",IT,Catania,CT03,"Catania-Fontanarossa Airport","11,035.816","$1,052.96",false,"Logstash Airways",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD",Cloudy
"May 20, 2023 @ 16:00:44.000",Rain,"CA-QC",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport","1,502.839","$1,165.6",false,"Logstash Airways",BNA,Nashville,US,"POINT (-86.67819977 36.12450027)","US-TN",Sunny
"May 20, 2023 @ 15:49:08.000",Sunny,"SE-BD",AU,Brisbane,BNE,"Brisbane International Airport","16,539.363","$791.78",false,"Logstash Airways",LHR,London,GB,"POINT (-0.461941 51.4706)","GB-ENG",Sunny
"May 20, 2023 @ 15:45:34.000",Clear,"IT-42",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport","8,949.202","$899.47",false,"ES-Air",PDX,Portland,US,"POINT (-122.5979996 45.58869934)","US-OR",Rain
"May 20, 2023 @ 15:33:24.000",Clear,"US-DC",US,Washington,IAD,"Washington Dulles International Airport","6,690.507","$992.32",false,"ES-Air",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Hail
"May 20, 2023 @ 15:33:24.000",Rain,"DE-BE",DE,Berlin,TXL,"Berlin-Tegel Airport","479.824","$476.25",true,"Kibana Airlines",MUC,Munich,DE,"POINT (11.7861 48.353802)","DE-BY",Hail
"May 20, 2023 @ 15:31:20.000",Sunny,"SE-BD",AU,Adelaide,ADL,"Adelaide International Airport","15,496.558","$649.28",false,JetBeats,VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Sunny
"May 20, 2023 @ 15:27:08.000","Thunder & Lightning","IT-34",IT,Venice,VE05,"Venice Marco Polo Airport","7,822.173","$798.62",false,"Logstash Airways",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Hail
"May 20, 2023 @ 15:21:13.000","Damaging Wind","GB-ENG",GB,London,LGW,"London Gatwick Airport","9,636.245","$694.45",true,"Logstash Airways",NRT,Tokyo,JP,"POINT (140.3860016 35.76470184)","SE-BD",Cloudy
"May 20, 2023 @ 15:16:13.000",Sunny,"IT-72",IT,Naples,NA01,"Naples International Airport","7,559.173","$521.09",false,"ES-Air",JNB,Johannesburg,ZA,"POINT (28.246 -26.1392)","SE-BD",Sunny
"May 20, 2023 @ 15:13:05.000",Rain,"CA-QC",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport","12,516.827","$987.26",false,"Kibana Airlines",HYD,Hyderabad,IN,"POINT (78.42985535 17.23131752)","SE-BD","Damaging Wind"
"May 20, 2023 @ 15:12:06.000",Rain,"SE-BD",JP,Tokyo,NRT,"Narita International Airport","2,875.292","$722.05",true,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD","Damaging Wind"
"May 20, 2023 @ 15:02:30.000","Heavy Fog","SE-BD",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport","6,971.214","$1,078.79",false,"Logstash Airways",SVO,Moscow,RU,"POINT (37.4146 55.972599)","RU-MOS",Sunny
"May 20, 2023 @ 15:01:26.000",Rain,"IT-72",IT,Naples,NA01,"Naples International Airport","9,071.014","$967.11",true,JetBeats,SHA,Shanghai,CN,"POINT (121.3359985 31.19790077)","SE-BD","Damaging Wind"
"May 20, 2023 @ 15:01:26.000",Clear,"CO-CUN",CO,Bogota,BOG,"El Dorado International Airport","14,852.212","$941.3",false,"Logstash Airways",GMP,Seoul,KR,"POINT (126.791 37.5583)","SE-BD",Sunny
"May 20, 2023 @ 14:55:10.000",Sunny,"SE-BD",JP,Osaka,ITM,"Itami Airport","6,934.08","$822.1",false,"Kibana Airlines",XLMO,Olenegorsk,RU,"POINT (33.46390152 68.15180206)","RU-MUR",Clear
"May 20, 2023 @ 14:53:40.000",Sunny,"SE-BD",CO,Bogota,BOG,"El Dorado International Airport","8,473.142","$550.03",false,JetBeats,LHR,London,GB,"POINT (-0.461941 51.4706)","GB-ENG",Clear
"May 20, 2023 @ 14:39:49.000",Clear,"DE-BY",DE,Munich,MUC,"Munich Airport","1,932.63","$1,045.66",false,"Logstash Airways",SVO,Moscow,RU,"POINT (37.4146 55.972599)","RU-MOS",Rain
"May 20, 2023 @ 14:32:12.000",Sunny,"US-CA",US,"San Francisco",SFO,"San Francisco International Airport","9,442.619","$569.52",false,"Logstash Airways",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Sunny
"May 20, 2023 @ 14:27:32.000",Hail,"RU-MOS",RU,Moscow,SVO,"Sheremetyevo International Airport",0,"$352.24",true,"Logstash Airways",SVO,Moscow,RU,"POINT (37.4146 55.972599)","RU-MOS","Damaging Wind"
"May 20, 2023 @ 14:12:24.000",Sunny,"US-MO",US,"Kansas City",MCI,"Kansas City International Airport","3,603.523","$1,182.47",false,"Kibana Airlines",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A",Sunny
"May 20, 2023 @ 14:11:22.000",Hail,"US-MS",US,Gulfport,GPT,"Gulfport Biloxi International Airport","8,378.779","$670.84",true,"ES-Air",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Rain
"May 20, 2023 @ 14:09:29.000",Rain,"SE-BD",IN,Bangalore,BLR,"Kempegowda International Airport","6,614.533","$871.56",false,JetBeats,WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Sunny
"May 20, 2023 @ 14:03:26.000","Thunder & Lightning","RU-MOS",RU,Moscow,SVO,"Sheremetyevo International Airport","5,606.826","$271.05",false,"Kibana Airlines",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Cloudy
"May 20, 2023 @ 14:02:01.000",Sunny,"US-FL",US,Orlando,SFB,"Orlando Sanford International Airport","8,032.381","$683.11",false,"ES-Air",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34",Sunny
"May 20, 2023 @ 13:53:34.000",Cloudy,"SE-BD",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport","8,910.87","$866.25",false,"Logstash Airways",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34",Clear
"May 20, 2023 @ 13:48:58.000",Cloudy,"US-NY",US,Syracuse,SYR,"Syracuse Hancock International Airport","6,661.739","$598.01",true,"Logstash Airways",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34","Thunder & Lightning"
"May 20, 2023 @ 13:41:15.000","Damaging Wind","RU-AMU",RU,Belogorsk,XHBU,"Ukrainka Air Base","2,442.877","$639.24",false,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Hail
"May 20, 2023 @ 13:39:36.000",Clear,"DE-NW",DE,Cologne,CGN,"Cologne Bonn Airport","12,040.777","$972.38",false,"Logstash Airways",SCL,Santiago,CL,"POINT (-70.78579712 -33.39300156)","SE-BD",Cloudy
"May 20, 2023 @ 13:35:11.000",Rain,"SE-BD",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport","15,594.827","$548.74",false,"ES-Air",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ","Heavy Fog"
"May 20, 2023 @ 13:20:00.000",Rain,"US-WI",US,"Green Bay",GRB,"Austin Straubel International Airport","443.409","$336.22",false,JetBeats,PIA,Peoria,US,"POINT (-89.69329834 40.66419983)","US-IL",Sunny
"May 20, 2023 @ 13:14:31.000",Rain,"US-MO",US,"St Louis",STL,"St Louis Lambert International Airport","1,398.516","$219.87",true,JetBeats,TPA,Tampa,US,"POINT (-82.53320313 27.97550011)","US-FL",Hail
"May 20, 2023 @ 13:02:50.000",Cloudy,"RU-MOS",RU,Moscow,SVO,"Sheremetyevo International Airport","5,788.39","$706.85",false,JetBeats,XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD","Thunder & Lightning"
"May 20, 2023 @ 12:58:19.000",Hail,"SE-BD",KR,"Jeju City",CJU,"Jeju International Airport","14,105.09","$684.09",false,"Logstash Airways",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A",Clear
"May 20, 2023 @ 12:58:02.000",Cloudy,"SE-BD",AE,"Jebel Ali",DWC,"Al Maktoum International Airport","7,905.143","$887.32",false,JetBeats,CTS,"Chitose / Tomakomai",JP,"POINT (141.6920013 42.77519989)","SE-BD",Sunny
"May 20, 2023 @ 12:55:24.000",Clear,"US-KS",US,Wichita,ICT,"Wichita Mid Continent Airport","11,577.868","$1,033.32",false,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD","Damaging Wind"
"May 20, 2023 @ 12:44:44.000",Clear,"SE-BD",CL,Santiago,SCL,"Comodoro Arturo Merino Benitez International Airport","12,967.52","$936.41",false,JetBeats,WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Cloudy
"May 20, 2023 @ 12:35:57.000","Damaging Wind","IE-D",IE,Dublin,DUB,"Dublin Airport","434.77","$588.89",false,"Kibana Airlines",LTN,London,GB,"POINT (-0.368333012 51.87469864)","GB-ENG",Sunny
"May 20, 2023 @ 12:35:56.000","Damaging Wind","ES-M",ES,Madrid,MAD,"Adolfo Suarez Madrid— Barajas Airport","1,206.927","$612.5",true,"Kibana Airlines",PI05,Pisa,IT,"POINT (10.3927 43.683899)","IT-52",Cloudy
"May 20, 2023 @ 12:19:27.000",Sunny,"IT-52",IT,Pisa,PI05,"Pisa International Airport","194.257","$410.6",true,"ES-Air",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34","Heavy Fog"
"May 20, 2023 @ 12:11:45.000",Rain,"MX-DIF",MX,"Mexico City",AICM,"Licenciado Benito Juarez International Airport","10,740.48","$703.39",false,"Logstash Airways",CTS,"Chitose / Tomakomai",JP,"POINT (141.6920013 42.77519989)","SE-BD",Clear
"May 20, 2023 @ 12:09:53.000",Clear,"US-PA",US,Pittsburgh,PIT,"Pittsburgh International Airport","7,242.644","$703.25",false,"ES-Air",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Rain
"May 20, 2023 @ 12:02:44.000","Heavy Fog","IT-42",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport","401.085","$288.61",false,"ES-Air",FCO,Rome,IT,"POINT (12.2388889 41.8002778)","SE-BD",Clear
"May 20, 2023 @ 11:58:32.000",Clear,"SE-BD",JP,Tokyo,HND,"Tokyo Haneda International Airport","9,852.223","$1,101.86",false,"Logstash Airways",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21","Damaging Wind"
"May 20, 2023 @ 11:58:24.000",Hail,"SE-BD",JP,Osaka,ITM,"Itami Airport","8,080.765","$1,119.36",false,"ES-Air",MEL,Melbourne,AU,"POINT (144.843002 -37.673302)","SE-BD",Cloudy
"May 20, 2023 @ 11:54:35.000",Hail,"SE-BD",IN,"New Delhi",DEL,"Indira Gandhi International Airport","5,920.511","$915.26",false,"Logstash Airways",NRT,Tokyo,JP,"POINT (140.3860016 35.76470184)","SE-BD","Heavy Fog"
"May 20, 2023 @ 11:51:46.000",Cloudy,"SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","5,782.575","$639.33",false,"Logstash Airways",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Sunny
"May 20, 2023 @ 11:44:41.000","Damaging Wind","PR-U-A",PR,"San Juan",SJU,"Luis Munoz Marin International Airport","14,456.232","$997.65",true,JetBeats,SHA,Shanghai,CN,"POINT (121.3359985 31.19790077)","SE-BD",Sunny
"May 20, 2023 @ 11:43:54.000",Clear,"PR-U-A",PR,"San Juan",SJU,"Luis Munoz Marin International Airport","2,458.696","$541.33",false,JetBeats,UIO,Quito,EC,"POINT (-78.3575 -0.129166667)","SE-BD",Cloudy
"May 20, 2023 @ 11:38:58.000",Cloudy,"GB-ENG",GB,Manchester,MAN,"Manchester Airport","9,498.074","$516.39",false,"ES-Air",HND,Tokyo,JP,"POINT (139.779999 35.552299)","SE-BD",Rain
"May 20, 2023 @ 11:36:13.000","Heavy Fog","SE-BD",IN,Bangalore,BLR,"Kempegowda International Airport","3,914.258","$683.78",false,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Clear
"May 20, 2023 @ 11:34:16.000",Sunny,"SE-BD",CN,Chengdu,CTU,"Chengdu Shuangliu International Airport","12,150.285","$1,025.99",false,"Logstash Airways",IND,Indianapolis,US,"POINT (-86.294403 39.7173)","US-IN",Rain
"May 20, 2023 @ 11:32:42.000",Hail,"SE-BD",CL,Santiago,SCL,"Comodoro Arturo Merino Benitez International Airport","12,196.87","$683.94",false,"ES-Air",MUC,Munich,DE,"POINT (11.7861 48.353802)","DE-BY",Clear
"May 20, 2023 @ 11:32:34.000",Rain,"SE-BD",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport","9,688.45","$1,156.8",false,"Logstash Airways",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Sunny
"May 20, 2023 @ 11:31:50.000","Damaging Wind","CA-QC",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport","9,620.108","$866.99",false,"Logstash Airways",CTS,"Chitose / Tomakomai",JP,"POINT (141.6920013 42.77519989)","SE-BD",Rain
"May 20, 2023 @ 11:27:12.000",Cloudy,"AR-B",AR,"Buenos Aires",EZE,"Ministro Pistarini International Airport","13,626.422","$1,023.77",true,"Kibana Airlines",XLMO,Olenegorsk,RU,"POINT (33.46390152 68.15180206)","RU-MUR","Thunder & Lightning"
"May 20, 2023 @ 11:24:05.000",Sunny,"GB-ENG",GB,London,LHR,"London Heathrow Airport","982.222","$667.7",false,"Logstash Airways",MI11,Milan,IT,"POINT (9.27674 45.445099)","IT-25",Sunny
"May 20, 2023 @ 11:22:39.000",Rain,"MX-DIF",MX,"Mexico City",AICM,"Licenciado Benito Juarez International Airport","7,377.662","$613.5",false,"ES-Air",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","AR-B",Sunny
"May 20, 2023 @ 11:21:41.000",Clear,"IT-34",IT,Verona,VR10,"Verona Villafranca Airport","7,927.48","$546.73",false,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Clear
"May 20, 2023 @ 11:17:17.000",Cloudy,"GB-ENG",GB,Manchester,MAN,"Manchester Airport","6,784.09","$650.76",false,"Kibana Airlines",SFB,Orlando,US,"POINT (-81.23750305 28.77759933)","US-FL",Clear
"May 20, 2023 @ 11:15:56.000",Cloudy,"SE-BD",CN,Chengdu,CTU,"Chengdu Shuangliu International Airport","3,598.565","$595.38",false,"Kibana Airlines",CTS,"Chitose / Tomakomai",JP,"POINT (141.6920013 42.77519989)","SE-BD",Hail
"May 20, 2023 @ 11:13:12.000",Rain,"SE-BD",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport","7,546.848","$511.03",false,"Kibana Airlines",ARN,Stockholm,SE,"POINT (17.91860008 59.65190125)","SE-AB","Thunder & Lightning"
"May 20, 2023 @ 11:04:02.000",Hail,"NL-NH",NL,Amsterdam,AMS,"Amsterdam Airport Schiphol","1,154.892","$586.46",false,"Kibana Airlines",ARN,Stockholm,SE,"POINT (17.91860008 59.65190125)","SE-AB",Cloudy
"May 20, 2023 @ 11:03:18.000",Sunny,"SE-BD",JP,Tokoname,NGO,"Chubu Centrair International Airport","6,070.852","$855.82",false,"Kibana Airlines",HYD,Hyderabad,IN,"POINT (78.42985535 17.23131752)","SE-BD",Rain
"May 20, 2023 @ 11:01:31.000","Damaging Wind","IT-62",IT,Rome,RM12,"Ciampino___G. B. Pastine International Airport","174.46","$238.49",false,JetBeats,NA01,Naples,IT,"POINT (14.2908 40.886002)","IT-72",Cloudy
"May 20, 2023 @ 10:58:52.000",Cloudy,"SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","1,327.776","$810.17",true,JetBeats,WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ","Heavy Fog"
"May 20, 2023 @ 10:50:08.000","Damaging Wind","SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","414.063","$298.19",false,"ES-Air",VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Cloudy
"May 20, 2023 @ 10:44:15.000",Cloudy,"SE-BD",ZA,Johannesburg,JNB,"OR Tambo International Airport","8,171.469","$981.73",false,"ES-Air",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21","Damaging Wind"
"May 20, 2023 @ 10:43:58.000",Hail,"IT-25",IT,Bergamo,BG01,"Il Caravaggio International Airport","7,294.306","$1,098.78",false,JetBeats,YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Cloudy
"May 20, 2023 @ 10:35:57.000",Clear,"GB-ENG",GB,London,LHR,"London Heathrow Airport","7,499.92","$1,199.73",false,"Logstash Airways",GEG,Spokane,US,"POINT (-117.5339966 47.61989975)","US-WA",Cloudy
"May 20, 2023 @ 10:18:11.000",Rain,"SE-BD",AU,Brisbane,BNE,"Brisbane International Airport","16,097.876","$1,156.54",false,JetBeats,FRA,"Frankfurt am Main",DE,"POINT (8.570556 50.033333)","DE-HE",Rain
"May 20, 2023 @ 10:15:26.000",Clear,"GB-ENG",GB,London,LTN,"London Luton Airport","209.185","$466.13",false,"Kibana Airlines",MAN,Manchester,GB,"POINT (-2.274950027 53.35369873)","GB-ENG",Clear
"May 20, 2023 @ 10:04:48.000",Cloudy,"US-PA",US,Philadelphia,PHL,"Philadelphia International Airport","11,952.777","$984.45",false,"Kibana Airlines",SHA,Shanghai,CN,"POINT (121.3359985 31.19790077)","SE-BD",Cloudy
"May 20, 2023 @ 10:04:03.000",Clear,"IT-75",IT,Bari,BA02,"Bari Karol Wojty__a Airport","1,175.583","$835.72",false,JetBeats,FRA,"Frankfurt am Main",DE,"POINT (8.570556 50.033333)","DE-HE","Damaging Wind"
"May 20, 2023 @ 09:49:44.000",Cloudy,"IT-25",IT,Milan,MI12,"Malpensa International Airport","16,590.209","$956.41",false,"Logstash Airways",SYD,Sydney,AU,"POINT (151.177002 -33.94609833)","SE-BD",Hail
"May 20, 2023 @ 09:37:04.000",Sunny,"DE-BE",DE,Berlin,TXL,"Berlin-Tegel Airport","9,599.309","$723.55",true,"Kibana Airlines",CPT,"Cape Town",ZA,"POINT (18.60169983 -33.96480179)","SE-BD","Heavy Fog"
"May 20, 2023 @ 09:34:36.000","Heavy Fog","NL-NH",NL,Amsterdam,AMS,"Amsterdam Airport Schiphol","961.83","$1,061.73",true,"Kibana Airlines",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Sunny
"May 20, 2023 @ 09:26:31.000","Damaging Wind","SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","1,327.776","$531.17",false,"Kibana Airlines",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ","Heavy Fog"
"May 20, 2023 @ 09:26:31.000",Cloudy,"SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","199.503","$482.12",false,"ES-Air",NA01,Naples,IT,"POINT (14.2908 40.886002)","IT-72",Clear
"May 20, 2023 @ 09:23:58.000","Thunder & Lightning","SE-BD",AU,Brisbane,BNE,"Brisbane International Airport","16,126.906","$1,161.37",false,"ES-Air",PA03,Palermo,IT,"POINT (13.091 38.175999)","IT-82",Rain
"May 20, 2023 @ 09:22:49.000","Heavy Fog","AR-B",AR,"Buenos Aires",EZE,"Ministro Pistarini International Airport","9,023.088","$998.16",true,"Logstash Airways",YUL,Montreal,CA,"POINT (-73.74079895 45.47060013)","CA-QC",Clear
"May 20, 2023 @ 09:17:49.000",Cloudy,"SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","6,742.606","$953.56",true,"ES-Air",HND,Tokyo,JP,"POINT (139.779999 35.552299)","SE-BD","Heavy Fog"
"May 20, 2023 @ 09:13:39.000",Cloudy,"US-WI",US,Milwaukee,MKE,"General Mitchell International Airport","11,260.4","$984.53",false,"Logstash Airways",PVG,Shanghai,CN,"POINT (121.8050003 31.14340019)","SE-BD",Sunny
"May 20, 2023 @ 09:03:25.000","Thunder & Lightning","SE-BD",AE,"Abu Dhabi",AUH,"Abu Dhabi International Airport","72.816","$441.24",true,JetBeats,DWC,"Jebel Ali",AE,"POINT (55.161389 24.896356)","SE-BD","Thunder & Lightning"
"May 20, 2023 @ 08:59:50.000",Cloudy,"IT-75",IT,Bari,BA02,"Bari Karol Wojty__a Airport","772.567","$284.9",false,"Logstash Airways",MI11,Milan,IT,"POINT (9.27674 45.445099)","IT-25",Clear
"May 20, 2023 @ 08:55:09.000",Clear,"GB-ENG",GB,Manchester,MAN,"Manchester Airport","7,541.926","$1,099.76",false,"Kibana Airlines",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Clear
"May 20, 2023 @ 08:55:09.000",Rain,"SE-BD",CN,Beijing,PEK,"Beijing Capital International Airport","10,135.282","$570.9",true,"Kibana Airlines",MSP,Minneapolis,US,"POINT (-93.22180176 44.88199997)","US-MN",Hail
"May 20, 2023 @ 08:52:39.000",Cloudy,"SE-BD",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport","5,784.156","$621.35",false,"Kibana Airlines",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Rain
"May 20, 2023 @ 08:47:51.000",Sunny,"FR-J",FR,Paris,CDG,"Charles de Gaulle International Airport",0,"$420.14",false,"ES-Air",CDG,Paris,FR,"POINT (2.549999952 49.01279831)","FR-J","Heavy Fog"
"May 20, 2023 @ 08:47:21.000",Clear,"US-TN",US,Memphis,MEM,"Memphis International Airport","7,809.141","$648.96",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Cloudy
"May 20, 2023 @ 08:40:17.000","Damaging Wind","SE-BD",JP,Osaka,ITM,"Itami Airport","18,748.86","$776.63",false,"ES-Air",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD","Damaging Wind"
"May 20, 2023 @ 08:39:37.000","Thunder & Lightning","US-CA",US,"San Diego",SAN,"San Diego International Airport","9,742.167","$578.96",false,"ES-Air",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21",Sunny
"May 20, 2023 @ 08:39:20.000",Sunny,"SE-BD",AU,Melbourne,MEL,"Melbourne International Airport","705.927","$362.45",false,"Logstash Airways",SYD,Sydney,AU,"POINT (151.177002 -33.94609833)","SE-BD",Clear
"May 20, 2023 @ 08:38:46.000",Clear,"US-LA",US,"New Orleans",MSY,"Louis Armstrong New Orleans International Airport","8,225.7","$664.05",false,"ES-Air",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"May 20, 2023 @ 08:32:54.000","Damaging Wind","SE-BD",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport","6,519.028","$638.29",false,"ES-Air",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9","Heavy Fog"
"May 20, 2023 @ 08:31:14.000","Damaging Wind","IT-25",IT,Bergamo,BG01,"Il Caravaggio International Airport","7,464.96","$574.09",false,"ES-Air",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A","Heavy Fog"
"May 20, 2023 @ 08:28:29.000",Rain,"SE-BD",EC,Quito,UIO,"Mariscal Sucre International Airport","16,134.429","$1,144.37",false,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Cloudy
"May 20, 2023 @ 08:26:45.000",Cloudy,"SE-BD",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport","9,564.629","$680.53",false,"Logstash Airways",STL,"St Louis",US,"POINT (-90.370003 38.748697)","US-MO",Sunny
